date;country;country_full;consumption;income;deflator;deflator_2;deflator_3;consumption_r;pib_r
2020Q3;NO;Norway;36683,9;80030;104,6742975;67,82572307;1,474366884;54085,52735;115197,2
2020Q4;NO;Norway;38785,7;84360;107,0117776;69,3403382;1,442161988;55935,26223;122962
2021Q1;NO;Norway;34658,6;93859;114,1702671;73,9788191;1,351738257;46849,35556;123453,7
2021Q2;NO;Norway;37162;98688;118,2660923;76,63278778;1,30492447;48493,60317;125377,1
2021Q3;NO;Norway;39006,4;101742;122,5223885;79,3907367;1,259592796;49132,18043;127462,1
2021Q4;NO;Norway;42146,1;126289;140,0142527;90,72492628;1,102232915;46454,81868;139214,3
2022Q1;NO;Norway;37592,5;;153,3319003;99,35435204;1,006498437;37836,79248;134051,9
2022Q2;NO;Norway;41398,1;;156,2552184;101,2485722;0,987668248;40887,58892;128848,4
2022Q3;NO;Norway;40156,1;;169,7502529;109,9929392;0,909149266;36507,88886;139051,7
2022Q4;NO;Norway;43879,3;;154,3283179;100;1;43879,3;134839,4
2000Q1;NL;Netherlands;67644,5;104766;76,88653793;63,69538688;1,569972409;106199,9986;171368,8
2000Q2;NL;Netherlands;67700,4;111024;77,43740999;64,15174777;1,558803984;105531,6532;176338,1
2000Q3;NL;Netherlands;67970,1;109936;78,29132223;64,85915731;1,541802332;104796,4587;171070,7
2000Q4;NL;Netherlands;67400,8;114540;78,75308;65,24169294;1,532762188;103309,3977;182052,3
2001Q1;NL;Netherlands;68783,9;112672;80,54471375;66,72594243;1,49866748;103084,1941;177115,5
2001Q2;NL;Netherlands;69230,8;117066;80,76353527;66,90722152;1,494606976;103472,8366;181470,7
2001Q3;NL;Netherlands;69214,5;113170;81,24252973;67,3040366;1,485794984;102838,5569;174503,6
2001Q4;NL;Netherlands;69041,6;118058;81,82433663;67,78602495;1,475230331;101852,2624;184158,9
2002Q1;NL;Netherlands;69772;117965;83,29221452;69,00206422;1,449232007;101115,8156;177630,9
2002Q2;NL;Netherlands;70105,4;119424;83,8778954;69,48726191;1,439112684;100889,5704;182040,6
2002Q3;NL;Netherlands;70057,3;118282;84,62566599;70,10674015;1,426396375;99929,47875;175084,4
2002Q4;NL;Netherlands;69528,2;122979;84,77924296;70,23396846;1,423812468;98995,11806;184137,4
2003Q1;NL;Netherlands;70075,9;120509;85,34293876;70,70095297;1,414408092;99115,92002;178830,7
2003Q2;NL;Netherlands;70212,7;124674;85,7057937;71,00155417;1,408419874;98888,96211;181841,1
2003Q3;NL;Netherlands;69880,3;122495;86,19332417;71,40544076;1,400453508;97864,11127;174857,8
2003Q4;NL;Netherlands;68972;130089;86,54885064;71,69997082;1,394700707;96195,29717;184668,1
2004Q1;NL;Netherlands;70557,6;125484;86,30747933;71,50001073;1,398601189;98681,94324;181152,4
2004Q2;NL;Netherlands;70658,7;128233;86,85506245;71,95364695;1,389783621;98200,30394;185673,7
2004Q3;NL;Netherlands;70613,1;125407;87,30336615;72,32503677;1,382647067;97632,99564;178408,5
2004Q4;NL;Netherlands;69402,7;133202;87,85524968;72,7822356;1,373961643;95356,64772;188410
2005Q1;NL;Netherlands;70178,5;129107;88,19115575;73,06051145;1,368728442;96055,30896;183060,6
2005Q2;NL;Netherlands;71182,7;132283;88,70958361;73,48999448;1,360729453;96860,39645;189195,8
2005Q3;NL;Netherlands;71806,8;128602;88,86928001;73,62229233;1,358284248;97534,04536;182939,2
2005Q4;NL;Netherlands;70477,8;141058;89,48313422;74,13082975;1,34896642;95072,18553;193460,7
2006Q1;NL;Netherlands;70044,1;142083;90,56161554;75,02427985;1,332901831;93361,90916;189866,5
2006Q2;NL;Netherlands;71448,1;140372;90,52432134;74,99338409;1,33345096;95272,53753;196557,3
2006Q3;NL;Netherlands;71607;137323;91,09473412;75,46593316;1,325101219;94886,52296;188795,1
2006Q4;NL;Netherlands;69928,3;149301;91,87250855;76,11026759;1,313883175;91877,6168;199998
2007Q1;NL;Netherlands;71142,4;149068;92,70672157;76,80135764;1,302060316;92631,69583;197496,5
2007Q2;NL;Netherlands;72202,3;147821;92,70339111;76,79859857;1,302107094;94015,12703;202691,2
2007Q3;NL;Netherlands;72817,4;147160;92,95428125;77,00644438;1,298592615;94560,13791;195835,6
2007Q4;NL;Netherlands;71960,7;157594;93,23174182;77,23630202;1,294727963;93169,53054;208477,1
2008Q1;NL;Netherlands;72188,8;149133;94,56586747;78,34153646;1,276462073;92146,26527;203660,8
2008Q2;NL;Netherlands;73390,4;153055;94,48425579;78,27392661;1,277564629;93760,97914;209603,6
2008Q3;NL;Netherlands;73275,2;152269;95,46728658;79,08830229;1,264409491;92649,8583;200477,2
2008Q4;NL;Netherlands;71684,4;152010;95,60840536;79,20520981;1,262543212;90504,65262;208355
2009Q1;NL;Netherlands;71096,4;143436;96,48946208;79,93510675;1,25101478;88942,64722;195364,7
2009Q2;NL;Netherlands;71413;155119;94,74873789;78,49303244;1,273998429;90980,04979;200606,3
2009Q3;NL;Netherlands;71994,2;143069;94,9812707;78,68567042;1,27087943;91495,94788;192784,8
2009Q4;NL;Netherlands;70378,1;153329;94,74061857;78,48630613;1,274107611;89669,27286;203246,9
2010Q1;NL;Netherlands;70164,4;148723;95,38206524;79,01770207;1,265539207;88795,79913;196556
2010Q2;NL;Netherlands;71368,4;161799;96,42889948;79,88493466;1,251800486;89338,99777;203322,4
2010Q3;NL;Netherlands;72454,6;153097;96,58692912;80,01585172;1,249752366;90550,30777;195487,5
2010Q4;NL;Netherlands;71239,6;161208;96,09099146;79,60500032;1,256202495;89491,36325;207308,6
2011Q1;NL;Netherlands;70837,3;162341;95,92177405;79,46481494;1,258418585;89142,97485;201651,5
2011Q2;NL;Netherlands;71886,7;159498;95,98539767;79,51752289;1,257584446;90403,59582;207868,6
2011Q3;NL;Netherlands;72350,3;157488;96,52857357;79,96750802;1,250507893;90474,62124;198764,5
2011Q4;NL;Netherlands;70404,2;160232;96,90037241;80,27551865;1,245709797;87703,20166;206635,8
2012Q1;NL;Netherlands;70479,4;156823;97,17071061;80,49947588;1,242244113;87552,61973;199898,2
2012Q2;NL;Netherlands;71296,9;164736;97,38645431;80,6782052;1,239492125;88371,94608;206303,5
2012Q3;NL;Netherlands;71574,7;153918;97,52442582;80,79250543;1,237738568;88590,76671;196062,7
2012Q4;NL;Netherlands;68921;162199;98,80692442;81,85497028;1,221672913;84198,91885;204267,4
2013Q1;NL;Netherlands;68873,6;160634;98,60593382;81,68846293;1,224163075;84312,51799;197590,9
2013Q2;NL;Netherlands;70122,4;162199;99,37033261;82,32171652;1,214746293;85180,92547;204204,9
2013Q3;NL;Netherlands;70753,7;159020;99,1629674;82,14992823;1,217286517;86127,52503;196583,3
2013Q4;NL;Netherlands;69758,6;163939;98,72852978;81,79002553;1,222642973;85289,86211;207184,2
2014Q1;NL;Netherlands;68650,8;160454;99,60727008;82,51800347;1,211856756;83194,93578;199268
2014Q2;NL;Netherlands;70495,4;166287;98,72590773;81,78785334;1,222675445;86192,99458;207730,1
2014Q3;NL;Netherlands;70944,6;161292;99,12604342;82,11933916;1,21773995;86392,07368;199542,5
2014Q4;NL;Netherlands;70520,4;167688;99,3710404;82,32230288;1,214737641;85663,78434;210595,4
2015Q1;NL;Netherlands;70001,2;164609;98,75795498;81,81440235;1,222278683;85560,97458;203552,2
2015Q2;NL;Netherlands;72072,4;171634;99,94467726;82,7975229;1,207765601;87046,5655;211891,6
2015Q3;NL;Netherlands;72555,1;164922;100,7759409;83,48616961;1,197803187;86906,72998;204226,6
2015Q4;NL;Netherlands;71569,2;172816;100,4911669;83,25025323;1,201197547;85968,74751;213249,8
2016Q1;NL;Netherlands;70662,9;166168;100,1010531;82,92706988;1,205878854;85210,89688;206609,3
2016Q2;NL;Netherlands;72411,7;171643;100,5489759;83,29814415;1,200506938;86930,74826;215992,8
2016Q3;NL;Netherlands;73350,8;167369;100,5636286;83,31028295;1,200332017;88045,31374;209139,8
2016Q4;NL;Netherlands;72893,4;181008;100,6901253;83,41507704;1,198824044;87386,36058;219203,8
2017Q1;NL;Netherlands;71967,9;177706;101,0429439;83,70736381;1,194638028;85975,5901;212914,4
2017Q2;NL;Netherlands;74332,2;179246;101,6514606;84,21147944;1,18748656;88268,48845;223055,1
2017Q3;NL;Netherlands;75461,7;178958;101,8725093;84,39460362;1,184909884;89415,3142;215300,5
2017Q4;NL;Netherlands;73801,8;188427;102,3553798;84,79462974;1,179319968;87035,93639;224520,1
2018Q1;NL;Netherlands;74037,7;187461;103,5947303;85,82134923;1,165211231;86269,55957;219085,3
2018Q2;NL;Netherlands;76186,5;190224;103,5160939;85,75620425;1,166096388;88840,80244;229384
2018Q3;NL;Netherlands;76602,2;188545;104,526663;86,5933936;1,154822508;88461,94475;219703,8
2018Q4;NL;Netherlands;75174,8;198082;105,2286136;87,17491299;1,147119011;86234,44225;228282,4
2019Q1;NL;Netherlands;74285,3;194660;106,6581581;88,35919564;1,131744119;84071,95138;223467,4
2019Q2;NL;Netherlands;76964;195655;107,0310456;88,66810815;1,127801214;86800,09262;233803,3
2019Q3;NL;Netherlands;77267,8;197564;107,5254739;89,07770914;1,122615309;86742,0152;224313,1
2019Q4;NL;Netherlands;76211,4;201472;108,2414025;89,67080833;1,115190126;84990,20073;232493,7
2020Q1;NL;Netherlands;73500,9;192926;108,6578636;90,01581871;1,110915853;81653,315;223328,5
2020Q2;NL;Netherlands;67179;181925;108,7774432;90,11488244;1,109694617;74548,17471;213472
2020Q3;NL;Netherlands;73469,8;188322;109,5261465;90,73513338;1,102108922;80971,72205;217203,6
2020Q4;NL;Netherlands;71078,9;193864;110,6803958;91,69135218;1,090615392;77519,74238;224720,2
2021Q1;NL;Netherlands;67752,7;197028;110,9397671;91,90622411;1,08806559;73719,38153;218369,3
2021Q2;NL;Netherlands;74169,2;213440;111,4750517;92,34967181;1,082840881;80313,44188;234627,8
2021Q3;NL;Netherlands;77841,5;208628;112,4339428;93,14404938;1,07360589;83571,09286;229553
2021Q4;NL;Netherlands;75940,6;210475;113,2178531;93,79346694;1,066172339;80965,7671;239123,3
2022Q1;NL;Netherlands;76676,5;217957;115,902946;96,01788799;1,041472606;79856,47425;232191,1
2022Q2;NL;Netherlands;79276,5;219386;116,2186048;96,2793903;1,038643885;82340,05196;246057,9
2022Q3;NL;Netherlands;80029,8;230582;118,9838212;98,57018835;1,014505518;81190,67371;237590,1
2022Q4;NL;Netherlands;78981,9;225269;120,7097432;100;1;78981,9;247145
2000Q1;IT;Italy;228096,6;288378;78,83187706;65,09245007;1,536276479;350419,4415;444942,5
2000Q2;IT;Italy;231932,6;304089;79,43902502;65,59377961;1,524534805;353589,3211;471808,9
2000Q3;IT;Italy;233204,4;298419;79,56753817;65,6998945;1,522072459;354953,9947;460218,7
2000Q4;IT;Italy;234676,1;336685;80,09159798;66,13261712;1,51211315;354856,8168;514191,7
2001Q1;IT;Italy;232912,5;305362;80,6684046;66,60889344;1,501301025;349671,775;460399,5
2001Q2;IT;Italy;234215;319613;81,55337565;67,33962492;1,485009756;347811,5601;484003,6
2001Q3;IT;Italy;233861,4;313370;82,31178342;67,96585154;1,471327111;344086,6181;467450,6
2001Q4;IT;Italy;232721,8;351328;83,07141229;68,59308643;1,457872873;339278,7992;515849,2
2002Q1;IT;Italy;230981,3;314186;83,87614508;69,2575642;1,443885605;333510,5742;454419
2002Q2;IT;Italy;232900,5;330206;84,34601566;69,64554211;1,435842079;334408,3382;484552
2002Q3;IT;Italy;234347,7;327614;85,02537419;70,2064968;1,424369603;333797,7405;472712,8
2002Q4;IT;Italy;234688,2;361305;85,06753407;70,24130873;1,423663679;334117,0662;521339,1
2003Q1;IT;Italy;232263,9;322381;86,07420768;71,07253151;1,407013341;326798,4059;457343,9
2003Q2;IT;Italy;235404,6;340254;86,9590341;71,80314356;1,392696685;327847,206;484100,7
2003Q3;IT;Italy;236656,7;340220;88,2242341;72,84783475;1,372724397;324864,4257;471983,7
2003Q4;IT;Italy;235121,4;374510;87,70895669;72,42236386;1,380788953;324653,0318;522239,1
2004Q1;IT;Italy;234326,2;336163;88,48385465;73,06220663;1,368696685;320721,4931;461585,8
2004Q2;IT;Italy;237452;358010;89,70436492;74,06999697;1,350074309;320577,8449;493345,9
2004Q3;IT;Italy;238717;353906;89,68031788;74,05014103;1,350436321;322372,1072;480207,5
2004Q4;IT;Italy;237980,3;388681;90,41911761;74,66017705;1,339402128;318751,3202;527803,1
2005Q1;IT;Italy;235902,8;345047;90,68087074;74,87630983;1,335535902;315056,6588;464150,8
2005Q2;IT;Italy;239749,4;368678;90,89836078;75,05589403;1,332340402;319427,8119;498281,1
2005Q3;IT;Italy;244107,7;363235;91,2842406;75,37451974;1,326708287;323859,7086;485068,7
2005Q4;IT;Italy;241773,6;404958;92,61761887;76,47550657;1,307608207;316145,1435;531528
2006Q1;IT;Italy;240473,4;360538;92,38176744;76,28076115;1,310946541;315247,772;475947,8
2006Q2;IT;Italy;242981,9;384039;93,13760218;76,90486318;1,300307885;315951,2805;505426,4
2006Q3;IT;Italy;246480,6;379930;93,70825045;77,37605448;1,292389495;318548,9382;491950,8
2006Q4;IT;Italy;244088,5;418018;94,00594062;77,62186091;1,288296864;314458,4491;541446,2
2007Q1;IT;Italy;243446,7;376602;94,38700802;77,93651295;1,283095641;312365,3995;487983
2007Q2;IT;Italy;247090,5;398485;94,85639441;78,32409106;1,276746383;315471,9023;514910
2007Q3;IT;Italy;249763,6;393818;95,7619995;79,07186031;1,264672408;315869,1335;500752,4
2007Q4;IT;Italy;245139,5;429336;97,50166359;80,50832234;1,242107612;304489,6389;540652,3
2008Q1;IT;Italy;243251,7;382125;96,95110188;80,05371677;1,249161239;303860,5949;490279
2008Q2;IT;Italy;244389,3;411296;98,11593421;81,01553315;1,234331197;301657,3372;513598,1
2008Q3;IT;Italy;246376,2;395767;98,18926686;81,07608482;1,233409337;303882,7054;497685,2
2008Q4;IT;Italy;240742,9;415292;98,46945277;81,30743777;1,229899782;296089,6403;523463,9
2009Q1;IT;Italy;236598,9;366684;99,50611254;82,16342049;1,217086623;287961,3563;454069,8
2009Q2;IT;Italy;239697;385826;99,57079773;82,21683184;1,216295955;291542,4915;477443,1
2009Q3;IT;Italy;243245;384752;99,48713602;82,14775134;1,217318775;296106,7053;474911,6
2009Q4;IT;Italy;240004,1;420023;99,69294711;82,31769209;1,214805681;291558,3442;512051,3
2010Q1;IT;Italy;237926,1;368677;99,5182377;82,17343237;1,216938335;289541,3921;457714,5
2010Q2;IT;Italy;241029,8;396446;99,85551057;82,45192274;1,212827993;292327,6887;489162,5
2010Q3;IT;Italy;247852,4;393630;100,0889665;82,64469016;1,209999091;299901,1788;483526,5
2010Q4;IT;Italy;242884,4;429327;100,5372852;83,01487246;1,204603429;292579,381;520661,9
2011Q1;IT;Italy;240460,1;383091;101,0886955;83,47017872;1,198032657;288079,0525;467424,7
2011Q2;IT;Italy;243495,2;407948;101,2147307;83,57424753;1,196540836;291351,9501;496107,4
2011Q3;IT;Italy;248333,2;402933;101,7676992;84,03084038;1,190039271;295526,2602;487586,5
2011Q4;IT;Italy;238104,8;431237;102,3797277;84,53619988;1,182925186;281660,1649;513690,7
2012Q1;IT;Italy;232361,9;379114;102,7283082;84,82402708;1,178911252;273934,0585;456359
2012Q2;IT;Italy;233332,4;400733;103,0580942;85,09633544;1,175138735;274197,9414;477664,4
2012Q3;IT;Italy;237987,2;396897;103,2593786;85,26253844;1,172848027;279122,818;472371,8
2012Q4;IT;Italy;230822,2;425870;103,6928225;85,6204384;1,167945433;269587,7343;499910,5
2013Q1;IT;Italy;225986;370820;103,7861243;85,69747885;1,166895472;263702,0401;441391,4
2013Q2;IT;Italy;225969,9;395501;104,4087357;86,21157668;1,159937028;262110,8541;467198,9
2013Q3;IT;Italy;232382,6;397740;104,4638727;86,25710399;1,159324802;269406,9117;467743,6
2013Q4;IT;Italy;227078,7;427812;104,8071761;86,54057383;1,155527351;262395,6486;494851,6
2014Q1;IT;Italy;225298,6;379482;105,1811266;86,84934937;1,151419104;259413,1121;443653,3
2014Q2;IT;Italy;226113,4;399116;105,1190013;86,79805171;1,152099592;260505,156;467430,3
2014Q3;IT;Italy;232857;401602;105,1634842;86,83478185;1,151612267;268160,9777;467191,2
2014Q4;IT;Italy;228646,3;430924;105,8168917;87,37430846;1,14450119;261685,9624;492926
2015Q1;IT;Italy;228521,7;379802;105,8786106;87,42527048;1,143834036;261390,8985;444325,5
2015Q2;IT;Italy;230661,9;403388;106,1266261;87,63005995;1,141160922;263222,3465;470708,5
2015Q3;IT;Italy;237516,4;409758;106,6048223;88,0249124;1,136042028;269828,6128;470413,8
2015Q4;IT;Italy;233233,4;436005;106,5892043;88,01201645;1,136208486;265001,7684;500316,8
2016Q1;IT;Italy;233567,8;395000;107,3291789;88,62302252;1,128374966;263552,0583;451943,3
2016Q2;IT;Italy;232634,7;419041;107,4865373;88,75295534;1,126723044;262114,8773;477755,5
2016Q3;IT;Italy;239957,5;420982;107,5713402;88,82297809;1,125834803;270152,5046;475684,6
2016Q4;IT;Italy;235532,9;448956;107,6376858;88,87776047;1,125140862;265007,6901;504875,1
2017Q1;IT;Italy;236342,5;407373;107,6571017;88,89379248;1,124937942;265870,6456;461888,5
2017Q2;IT;Italy;236735,3;427821;108,1488152;89,29980634;1,119823257;265101,6947;483779,3
2017Q3;IT;Italy;243463,1;430476;108,442533;89,54233271;1,116790204;271897,2051;481671,8
2017Q4;IT;Italy;239463,1;465511;108,8842484;89,90706253;1,112259673;266345,1494;514629,8
2018Q1;IT;Italy;238863,3;420429;109,1377337;90,11636852;1,109676318;265060,9472;467898,3
2018Q2;IT;Italy;238304,9;439350;109,6982508;90,57919437;1,104006286;263090,1077;488043,6
2018Q3;IT;Italy;245762,6;439865;109,4141352;90,34459659;1,106873059;272028,0009;484795,7
2018Q4;IT;Italy;241910,5;475301;109,5177359;90,43014101;1,105825988;267510,9176;519390,3
2019Q1;IT;Italy;239689,5;424906;109,9344357;90,77421514;1,101634422;264050,2037;470861,4
2019Q2;IT;Italy;238870,4;443513;110,136471;90,94103813;1,099613574;262665,1344;490642,6
2019Q3;IT;Italy;246050,1;445317;110,4798695;91,22458656;1,096195705;269719,0629;489449,3
2019Q4;IT;Italy;242163,3;482577;111,329257;91,92593619;1,087832272;263433,0528;518389,3
2020Q1;IT;Italy;223290,2;404676;111,2179148;91,83399963;1,088921319;243145,4591;441340
2020Q2;IT;Italy;197093,6;371979;112,9083926;93,22984792;1,07261786;211406,1155;402507,8
2020Q3;IT;Italy;228014,8;427514;112,1514402;92,60482299;1,079857363;246223,4608;459374,2
2020Q4;IT;Italy;218420,3;461028;112,6200772;92,99178232;1,075363839;234881,2923;489354,6
2021Q1;IT;Italy;213294,9;414460;112,5833879;92,96148749;1,075714285;229444,3707;443701,9
2021Q2;IT;Italy;223960,2;443615;112,9163757;93,23643962;1,072542028;240206,727;472536
2021Q3;IT;Italy;236744,3;454954;113,1079769;93,39464712;1,070725176;253488,0824;482374,3
2021Q4;IT;Italy;233642,9;488921;112,8793839;93,20589507;1,072893511;250673,9513;519405,1
2022Q1;IT;Italy;230296,3;447099;114,5677827;94,60002669;1,057082154;243442,1089;471693,7
2022Q2;IT;Italy;234995,2;472620;115,9580733;95,74800672;1,044408165;245430,9056;496012,3
2022Q3;IT;Italy;245380,6;473221;115,4812489;95,35428698;1,048720547;257335,677;494611,4
2022Q4;IT;Italy;238660,3;520631;119,0527476;98,3033174;1,017259668;242779,4975;525288,5
2023Q1;IT;Italy;238194,4;;121,1075585;100;1;238194,4;481182,1
2000Q1;IE;Ireland;14017,5;22429;73,11857877;64,68447697;1,545965967;21670,57795;39556,2
2000Q2;IE;Ireland;14301,6;23865;73,84791449;65,32968507;1,53069772;21891,42652;40982,7
2000Q3;IE;Ireland;14259,6;23181;75,27513338;66,59227672;1,501675643;21413,29401;41175,5
2000Q4;IE;Ireland;15506;24687;77,36727311;68,44309175;1,461067837;22655,31787;41954,6
2001Q1;IE;Ireland;14737,4;25786;79,53951274;70,36476729;1,421165789;20944,28869;42367,5
2001Q2;IE;Ireland;14932,8;25555;78,95902405;69,85123696;1,431613875;21378,00367;43647,6
2001Q3;IE;Ireland;14826,1;25274;80,57332133;71,27932785;1,402931299;20799,99973;42538,6
2001Q4;IE;Ireland;16353,2;26637;79,64179966;70,45525559;1,419340533;23210,7596;44663,5
2002Q1;IE;Ireland;15362,7;26950;83,9172845;74,23757063;1,347026838;20693,9692;44154,3
2002Q2;IE;Ireland;15296,7;27543;82,87170788;73,31259947;1,36402202;20865,03563;45983,4
2002Q3;IE;Ireland;15594,4;28600;85,29876483;75,4596996;1,325210682;20665,86547;45237,7
2002Q4;IE;Ireland;16718,8;29877;84,01476491;74,32380685;1,345463913;22494,54207;47590
2003Q1;IE;Ireland;15810,8;29338;85,54333622;75,67606009;1,321421859;20892,73673;46411,6
2003Q2;IE;Ireland;15797,3;30558;86,52156647;76,54145318;1,306481597;20638,88174;47157,7
2003Q3;IE;Ireland;15879,3;30571;87,0825357;77,03771558;1,29806549;20612,37133;46234,5
2003Q4;IE;Ireland;17161,9;33771;87,03929243;76,99946034;1,298710401;22288,33803;50313
2004Q1;IE;Ireland;16359,4;32280;86,83829664;76,82164907;1,301716394;21295,29917;49504,9
2004Q2;IE;Ireland;16368,6;33439;86,99245597;76,95802639;1,299409622;21269,51634;51122,3
2004Q3;IE;Ireland;16535;32874;88,09451563;77,93296537;1,283154048;21216,95219;49213,6
2004Q4;IE;Ireland;17744;35069;88,31335113;78,12655857;1,279974465;22711,86691;51881,8
2005Q1;IE;Ireland;17004,4;34847;89,0534074;78,78125063;1,269337554;21584,32351;52204,4
2005Q2;IE;Ireland;17480,6;35821;88,82309471;78,57750411;1,272628867;22246,31617;54403
2005Q3;IE;Ireland;18038;36425;91,31086216;80,77831188;1,237956051;22330,25125;52137,1
2005Q4;IE;Ireland;19296,4;38659;90,28374071;79,86966711;1,252039774;24159,8603;55484,8
2006Q1;IE;Ireland;18270,5;38771;91,66311124;81,08992964;1,233198752;22531,15779;55814
2006Q2;IE;Ireland;18758,1;39883;92,45147348;81,78735565;1,222682885;22935,20783;56188,6
2006Q3;IE;Ireland;18895;39313;93,14402817;82,40002535;1,21359186;22930,81819;56218,2
2006Q4;IE;Ireland;20427,1;42169;94,12426174;83,26719068;1,200953211;24531,99133;56898,5
2007Q1;IE;Ireland;19851,7;41713;93,49783112;82,71301775;1,208999535;24000,69607;59984
2007Q2;IE;Ireland;19931,7;41648;94,12611396;83,26882925;1,200929578;23936,56808;59359,3
2007Q3;IE;Ireland;20092,1;41520;94,40031586;83,51140243;1,197441273;24059,10979;57612,1
2007Q4;IE;Ireland;21513,7;43048;93,26480426;82,50687013;1,212020282;26075,04074;60497,3
2008Q1;IE;Ireland;20576,1;41115;93,73098296;82,91927593;1,2059922;24814,61611;58106,9
2008Q2;IE;Ireland;19869;40272;92,61933277;81,93585266;1,220466948;24249,45778;57575,9
2008Q3;IE;Ireland;19957,4;39335;93,1265921;82,38460051;1,21381908;24224,67291;56895,6
2008Q4;IE;Ireland;21082,6;38689;93,53630766;82,74705608;1,208502208;25478,36865;54446,3
2009Q1;IE;Ireland;19200,5;35381;89,23844044;78,94494043;1,266705624;24321,38133;54930,9
2009Q2;IE;Ireland;18899,5;34871;89,3115377;79,00960604;1,265668885;23920,5091;54508,9
2009Q3;IE;Ireland;18862,6;34199;89,01111748;78,74383877;1,269940627;23954,38207;53548,7
2009Q4;IE;Ireland;20097,7;34233;89,11232472;78,83337193;1,268498322;25493,89872;51908,1
2010Q1;IE;Ireland;18979,9;33372;85,59367836;75,72059536;1,320644661;25065,7036;55043,1
2010Q2;IE;Ireland;18912,9;33780;86,62965689;76,63707555;1,304851461;24678,5252;54316,4
2010Q3;IE;Ireland;19079;35593;87,58572212;77,48286031;1,290608008;24623,51018;55059,8
2010Q4;IE;Ireland;20265,1;36284;88,07391887;77,91474441;1,283454124;26009,32616;53165,8
2011Q1;IE;Ireland;18878,7;33742;87,44502404;77,35839151;1,292684582;24404,20442;54796,1
2011Q2;IE;Ireland;18729,3;34721;88,5243272;78,31319891;1,276923959;23915,89191;55250,3
2011Q3;IE;Ireland;18515,2;35586;89,96191905;79,58496702;1,256518709;23264,6952;55046,1
2011Q4;IE;Ireland;20083,1;34017;87,98314826;77,83444403;1,28477824;25802,32987;54265,2
2012Q1;IE;Ireland;18377,3;33728;91,52723309;80,96972479;1,235029516;22696,50792;53821,2
2012Q2;IE;Ireland;18376,9;34850;89,8738461;79,50705314;1,257750049;23113,54688;55074,4
2012Q3;IE;Ireland;18781,8;35774;91,2666977;80,73924172;1,238555105;23262,29427;55555,5
2012Q4;IE;Ireland;20248,9;35090;89,64873957;79,30791226;1,260908239;25532,00484;54715,1
2013Q1;IE;Ireland;18465,7;35312;91,64774238;81,07633355;1,233405553;22775,69692;53374,4
2013Q2;IE;Ireland;18380,3;35656;90,8589449;80,3785225;1,244113438;22867,17823;55136
2013Q3;IE;Ireland;18821,4;39179;91,35942613;80,82127408;1,23729799;23287,6804;57938,2
2013Q4;IE;Ireland;20419,4;38638;89,78764399;79,43079429;1,258957573;25707,15826;56703,1
2014Q1;IE;Ireland;18802,8;38035;90,95970147;80,46765697;1,242735327;23366,90381;57776
2014Q2;IE;Ireland;18903;39676;91,58858589;81,02400065;1,234202202;23330,12422;59590,1
2014Q3;IE;Ireland;19343,7;42296;91,21143677;80,69035503;1,23930549;23972,75361;62680,5
2014Q4;IE;Ireland;21145,7;42281;91,55709195;80,99613948;1,234626744;26107,04675;61404
2015Q1;IE;Ireland;19560,9;46350;97,28760812;86,06565052;1,161903726;22727,88259;73594,7
2015Q2;IE;Ireland;19477,1;50887;100,371535;88,79385176;1,126204101;21935,1899;70948
2015Q3;IE;Ireland;20114,4;49670;101,711787;89,97950802;1,111364156;22354,42318;75479,1
2015Q4;IE;Ireland;21777,7;52209;103,1147755;91,22066424;1,09624284;23873,64769;75337
2016Q1;IE;Ireland;20894;52392;101,1834808;89,51214102;1,117166888;23342,08495;71951,2
2016Q2;IE;Ireland;20275,1;51340;98,97627496;87,55953255;1,142080104;23155,78831;72357,3
2016Q3;IE;Ireland;20839,8;53468;102,9144788;91,04347135;1,098376397;22889,94443;75332,3
2016Q4;IE;Ireland;22732,6;59518;100,1328706;88,58271684;1,128888383;25662,56806;83379,1
2017Q1;IE;Ireland;21181,2;53729;100,3519921;88,77656312;1,126423422;23858,99978;78260,7
2017Q2;IE;Ireland;20634,1;52427;101,9885714;90,2243658;1,108348051;22869,76452;77479,8
2017Q3;IE;Ireland;21581,3;63091;101,1296518;89,46452108;1,11776153;24122,74692;86630
2017Q4;IE;Ireland;23238,8;64560;102,9200078;91,0483626;1,09831739;25523,57817;88828,8
2018Q1;IE;Ireland;21796;60258;102,8320989;90,97059386;1,099256317;23959,3907;87151,6
2018Q2;IE;Ireland;21701,6;60080;101,1560749;89,48789635;1,117469558;24250,87736;87569,6
2018Q3;IE;Ireland;22477;66439;102,8144093;90,95494476;1,099445448;24712,23534;93206
2018Q4;IE;Ireland;23897,1;62948;103,0460623;91,15987693;1,096973837;26214,49349;92375,4
2019Q1;IE;Ireland;22471,9;64670;104,6915758;92,6155833;1,079731903;24263,62735;92459,6
2019Q2;IE;Ireland;22418,8;63129;105,3099306;93,16261197;1,073391974;24064,16;91208,8
2019Q3;IE;Ireland;23082,6;72363;105,8776123;93,66481256;1,067636792;24643,83301;99514,2
2019Q4;IE;Ireland;24486,8;73398;106,7858641;94,46829906;1,058556161;25920,65301;98329,6
2020Q1;IE;Ireland;20766,9;69274;105,6756256;93,4861247;1,069677456;22213,88475;99515,2
2020Q2;IE;Ireland;17753,7;61249;104,8970468;92,79735359;1,077616938;19131,68783;91236,8
