Date;Soybean;Soybean Meal;Soybean Oil;Corn;Live Cattle;Feeder Cattle
07/02/2014;1331,5;446,4;38,56;444,25;141,2;167,8
06/02/2014;1325,75;446;38,66;443;139,55;167
05/02/2014;1316,25;442;38,23;443,25;139,7;166,925
04/02/2014;1313,25;447;37,71;441,75;139,6;166,975
03/02/2014;1292,75;434;37,45;435,75;140,375;168
31/01/2014;1282,75;426,1;37,64;434;141,675;169,425
30/01/2014;1275;425,2;37,07;433,5;142,15;171,675
29/01/2014;1269,25;423,3;37,1;427,5;142,075;171,8
28/01/2014;1285,5;428,6;37,4;432;142,55;171,425
27/01/2014;1287,75;430,9;37,06;431,75;143,15;170,975
24/01/2014;1284,75;425,7;37,54;429,5;143,4;170,7
23/01/2014;1277;418,7;37,86;429;143,925;170,375
22/01/2014;1279,5;419,4;37,84;426,25;143,675;170,475
21/01/2014;1280,5;416,5;38,1;425;141,55;169,8
17/01/2014;1316,5;434,5;37,74;424;140,35;170
16/01/2014;1315;432;38,05;428;140,15;169,8
15/01/2014;1318;434,5;37,99;425,75;139,425;169,4
14/01/2014;1339;452,5;37,4;431,5;137,65;168,6
13/01/2014;1326,75;446,9;37,57;434,5;136,6;167,825
10/01/2014;1303,75;435,2;37,95;432,75;136,7;168,65
09/01/2014;1296,25;433;37,74;412;136,55;169,15
08/01/2014;1300,75;430,6;37,43;417;136,525;168,475
07/01/2014;1299,5;434,6;37,7;426;136,525;168,05
06/01/2014;1296,75;428,8;37,87;427,75;136,825;168,025
03/01/2014;1289,25;424,5;38,34;423,5;136,3;167,625
02/01/2014;1287;423,8;38,51;420,5;135,625;167
31/12/2013;1312,5;437,7;38,82;422;134,5;166,7
30/12/2013;1328,25;450,3;38,62;423,5;134,4;167,275
27/12/2013;1331,5;445,7;39,02;427,5;133,85;167
26/12/2013;1318,75;441;38,87;426,25;132,7;166,6
24/12/2013;1333,75;447,4;39,1;434,5;132,35;166,25
23/12/2013;1328,5;444,2;39,28;434,25;132,7;166,675
20/12/2013;1339;446,6;39,44;433,25;132,525;166,975
19/12/2013;1327;442,1;39,33;430,5;131,8;166,8
18/12/2013;1324;441,2;39,06;425;130,95;166,05
17/12/2013;1346,5;448;39,31;426,75;131,75;167,15
16/12/2013;1337,75;439;39,75;423,25;132;168,4
13/12/2013;1327,5;462,9;39,47;420,5;131,875;167,075
12/12/2013;1323,75;459,4;39,8;428,25;132,25;167,075
11/12/2013;1344;464,6;40,2;431,25;131,9;165,675
10/12/2013;1338,25;464,1;39,91;427,5;131,675;165,55
09/12/2013;1343,75;461,6;40,05;428,5;131,6;165,15
06/12/2013;1325,5;447,3;40,28;424;131,425;164,475
05/12/2013;1328;446,1;40,38;422,75;131,65;164,125
04/12/2013;1329,5;447,9;40,14;425,5;132,725;165,05
03/12/2013;1319,75;446,1;39,9;422;132,525;164,85
02/12/2013;1321,25;447;40,34;416,5;133,25;165,35
29/11/2013;1336,5;456,6;40,22;415,25;133,475;165,475
27/11/2013;1320;445,9;40;417,25;133,1;165,325
26/11/2013;1329,25;450,2;40,35;418,5;131,95;164,375
25/11/2013;1329,25;437,2;40,66;424,75;131,075;162,8
22/11/2013;1319,5;427,8;41,16;422,25;131,475;163,5
21/11/2013;1291,5;411;41,54;423;131,45;164,8
20/11/2013;1273,75;407;40,32;417;131,05;164,575
19/11/2013;1276,25;408,9;39,99;417,75;130,95;164,375
18/11/2013;1287,5;415,8;40,11;412;131,9;164,85
15/11/2013;1280,5;410,5;40,47;422;133,4;165,15
14/11/2013;1317,25;424,6;40,97;426,5;132,975;165,025
13/11/2013;1319,75;423,3;40,96;429,75;132,75;164,85
12/11/2013;1319,25;427,7;40,75;432,25;132,675;164,65
11/11/2013;1308;422,1;40,42;434,75;132,75;164,2
08/11/2013;1306;422,3;40,24;426,75;132,4;164,425
07/11/2013;1278,75;403,8;40,74;420,5;131,675;164,625
06/11/2013;1263;396,8;41,14;421,25;132,025;164,85
05/11/2013;1259,25;392,8;41,15;425;132,05;164,775
04/11/2013;1264;396,9;41,25;426,25;132,1;163,6
01/11/2013;1266;394,9;41,59;427,25;132,075;163,5
31/10/2013;1280,25;403,6;41,33;428,25;134,5;165,325
30/10/2013;1287,5;411,8;41,62;430,25;133,35;165,225
29/10/2013;1279;410,8;40,97;432;133,4;165,425
28/10/2013;1271,25;414,7;40,36;430,75;133,15;165,975
25/10/2013;1300;423,5;40,73;440;132,575;165,55
24/10/2013;1309,75;426;41,13;440,25;132,8;165,55
23/10/2013;1310;421,4;41,5;442,75;131,8;166,15
22/10/2013;1302,25;416,1;41,52;438,25;131,1;166,05
21/10/2013;1303,25;415,7;41,64;444;130,125;165,825
18/10/2013;1291,25;410,1;41,68;441,5;129,875;166,075
17/10/2013;1293,25;413;41,12;443;129,15;165,85
16/10/2013;1276,5;403,8;41,37;442,75;129,3;166
15/10/2013;1267;402,4;40,66;443,5;128,5;165,7
14/10/2013;1273;423,2;40,19;437;129,45;167,375
11/10/2013;1266,75;422;40,11;433,25;128,8;167,475
10/10/2013;1288;424,4;41,04;438,25;128,3;165,925
09/10/2013;1287,75;425,2;40,55;443,5;128;164,55
08/10/2013;1288,75;428,7;40,2;441,75;128,275;164,8
07/10/2013;1296,5;433,7;39,65;449,25;127,875;164
04/10/2013;1295;431,3;39,99;443,25;128,05;164,45
03/10/2013;1288,25;427,8;40,01;439,25;127,425;164,1
02/10/2013;1273,75;417,6;39,12;439;127,3;164,575
01/10/2013;1268;408,5;40,01;439;127,25;164,4
30/09/2013;1282,75;409,9;40,83;441,5;127,85;164,1
27/09/2013;1319,75;419,9;41,51;454;128,25;164,125
26/09/2013;1316,75;416,4;41,79;456,75;127,7;159,55
25/09/2013;1321,75;418,6;41,82;454,75;127,55;158,675
24/09/2013;1312,5;414,1;41,84;448,75;127,325;157,95
23/09/2013;1307,75;411,1;41,97;453,25;126,6;157,625
20/09/2013;1315,25;413,4;42,09;451;125,95;157,1
19/09/2013;1339,5;421,6;42,71;459,5;125,925;157,15
18/09/2013;1347,75;427;42,47;456,25;125,275;157,15
17/09/2013;1342,5;428,8;42;454;125,175;156,6
16/09/2013;1348,25;431,2;42,13;456,5;125,55;157,6
13/09/2013;1488,75;496,2;42,22;450;125,25;157,3
12/09/2013;1442;480,9;42,69;479;124,825;157,025
11/09/2013;1405,25;460,9;42,65;479,75;125,05;156,375
10/09/2013;1403,75;462,5;42,73;474,75;125,025;156,4
09/09/2013;1404,25;465,8;42,81;477,25;125,35;156,6
06/09/2013;1437;482,1;43,36;491,5;125,675;156,575
05/09/2013;1423;479,5;43,19;489,5;125,225;156,75
04/09/2013;1397,75;468,6;43,56;494;126;157,025
03/09/2013;1435,5;485,4;43,82;498;126,2;157,175
30/08/2013;1424;468,2;43,89;495;122,7;156,925
29/08/2013;1430;467,4;43,78;497,25;123,55;155,05
28/08/2013;1433;463,3;44,31;504,25;123,3;154,725
27/08/2013;1414;455,9;44,06;499,75;122,95;154,725
26/08/2013;1427,75;458,6;44,44;515,75;123,4;154,4
23/08/2013;1365,25;433,2;42,64;495,5;123,1;155
22/08/2013;1322;413,3;42,43;487,5;123,35;155,45
21/08/2013;1333;421,5;42,82;498;124,15;155,575
20/08/2013;1309,25;413,8;42,88;483,75;123,85;155,4
19/08/2013;1322;420,3;43,45;493,25;123,65;154,9
16/08/2013;1283,25;408,8;42,81;473,75;123,9;154,775
15/08/2013;1288,25;409,8;43,12;481,5;123,7;154,1
14/08/2013;1368;433,9;42,37;464,75;124;153,6
13/08/2013;1359,75;426,9;42,58;455,25;123,9;153,85
12/08/2013;1373,75;425,7;42,32;472;123,6;153,5
09/08/2013;1340,75;420,5;41,4;465,75;122,5;153,85
08/08/2013;1355,75;422,5;41,65;473,5;122,675;154,25
07/08/2013;1327,75;400,3;41,64;468,25;121,225;152,575
06/08/2013;1324,25;396;42,11;472,25;120,925;154,25
05/08/2013;1329,75;402,6;42,72;469,25;120,55;153,975
02/08/2013;1331;412,1;42,38;476;120,65;153,725
01/08/2013;1357,75;425,4;42,49;487,5;120,8;153,75
31/07/2013;1374;435,1;42,09;499;121,45;153,425
30/07/2013;1350;429,2;42,11;495,5;121,65;153,25
29/07/2013;1367,5;438,9;42,47;489,25;122,1;153,275
26/07/2013;1349,75;430,3;43,58;492;121,8;152,6
25/07/2013;1355,25;447,8;43,81;496;121,65;152,35
24/07/2013;1392,5;467,8;44,26;508,25;121,575;153,025
23/07/2013;1462,5;487,8;44,78;522,5;121,9;153,6
22/07/2013;1520,25;502,4;45,41;540,75;121,875;152,925
19/07/2013;1490,75;482,4;45,5;544;121,975;152,25
18/07/2013;1469,25;470,4;45,52;541;122,1;152,075
17/07/2013;1477,5;469,1;45,79;538,5;121,3;150,975
16/07/2013;1475,25;466,8;45,71;545,25;122,125;152,55
15/07/2013;1453,75;451,5;45,84;536,25;122,45;152,65
12/07/2013;1563,25;535,5;46,09;701,5;121,85;150,125
11/07/2013;1601,25;525,7;46,49;716,75;121,925;150,125
10/07/2013;1591,75;520,5;46,98;709,75;122,075;150,55
09/07/2013;1613,25;520,8;47,08;704;122,725;151,15
08/07/2013;1609,25;511,1;47,01;691,75;122,075;151,6
05/07/2013;1588;489,1;47,23;684,75;121,95;151,8
03/07/2013;1583,5;490,6;47,22;678,25;121,95;150,95
02/07/2013;1573;487;46,92;672,75;121,9;150,9
01/07/2013;1570,5;484,8;46,85;655,5;122,175;151,225
28/06/2013;1564,5;490,3;46,42;679,25;118,15;149,45
27/06/2013;1548,5;479,6;46,4;667,25;121,15;149,7
26/06/2013;1534,25;463,3;46,63;664,5;121,275;148,925
25/06/2013;1525,25;458,8;47,14;656,75;121,15;147,875
24/06/2013;1512;451;47,55;653,25;120,95;147,675
21/06/2013;1493,25;447,7;48,02;661,75;121,25;146,925
20/06/2013;1497,5;445,6;48,4;673,25;119,95;144,425
19/06/2013;1523;453,6;49,35;682,25;120,475;144,65
18/06/2013;1510,75;451,8;48,81;673,25;119,5;143,8
17/06/2013;1512,5;449,1;48,84;668,5;119,825;144,525
14/06/2013;1516,5;450,7;48,48;655;119;143,4
13/06/2013;1510,25;452,6;47,84;643,5;119,85;145,475
12/06/2013;1540,75;461,4;48,11;650,75;120,15;145,925
11/06/2013;1540,5;463,4;48,04;659,5;120,325;144,675
10/06/2013;1511,75;448,3;48,07;650;119,2;143,425
07/06/2013;1528,25;452,5;48,53;666,25;120,125;143,625
06/06/2013;1527,25;454;48,16;663,25;120,45;144,65
05/06/2013;1532;455,9;48,3;660,75;120,25;144,6
04/06/2013;1528,75;452,5;48,59;660,5;120,95;145,575
03/06/2013;1532,5;454,4;48,66;655,75;120,725;144,425
31/05/2013;1510;447,2;48,38;662;121,3;144,325
30/05/2013;1495,75;440,8;48,58;654,25;120,35;144,175
29/05/2013;1501,75;444,3;48,63;665;121,375;145,625
28/05/2013;1509,25;442,3;49,54;666,5;120,75;145,475
24/05/2013;1476,25;428,2;49,24;657,25;120,575;144,55
23/05/2013;1499,5;437;49,66;662;119,125;131,625
22/05/2013;1494,25;440,6;49,64;658,5;120;131,625
21/05/2013;1478,25;438,7;49,48;640;121,1;131,9
20/05/2013;1464,5;435,3;49,2;649,5;120,125;132,525
17/05/2013;1448,5;425,1;49,52;652,75;119,4;133,9
16/05/2013;1427,5;414,9;49,52;641,5;119,9;135,025
15/05/2013;1412,75;410,5;49,35;650,75;120;135,075
14/05/2013;1524,5;461;49,26;706,75;120,775;135,5
13/05/2013;1521;457,9;49,61;718;120,575;134,85
10/05/2013;1488,25;444,3;49,17;687,75;120,45;135,375
09/05/2013;1491,25;440,1;49,07;694,5;120,55;135,75
08/05/2013;1479;425,3;48,66;675;120,2;135,6
07/05/2013;1463,5;416,3;49,09;676,5;120,825;136,875
06/05/2013;1444,5;413,1;48,69;678,75;121,3;138,4
03/05/2013;1455;417,8;49,16;699,5;121,825;138,775
02/05/2013;1441;418,6;48,42;697,5;123,65;140,6
01/05/2013;1437,5;415,6;48,64;681,75;122,475;139,5
30/04/2013;1467,75;428,3;49,13;683,25;128,4;139,55
29/04/2013;1471,75;431,4;49,46;684;127,7;140,425
26/04/2013;1430,75;417,9;49,66;644;127,85;141,8
25/04/2013;1423,5;414,3;49,77;645,25;127,6;134,025
24/04/2013;1404;405,9;49,18;639,5;126,925;133,75
23/04/2013;1419,75;411,7;48,57;638,5;126,2;133,75
22/04/2013;1417,25;410;48,62;645,75;125,975;133,625
19/04/2013;1428,25;412,4;49,16;652;126,35;134,025
18/04/2013;1430,5;411;49,66;644,5;126,2;134,45
17/04/2013;1422,25;407,3;49,39;660,5;126,875;136,525
16/04/2013;1411,5;401,3;48,98;663,25;125,375;136,95
15/04/2013;1395;393,3;48,18;646,75;125,05;136,6
12/04/2013;1413;400,2;49,23;658,5;125,85;137,925
11/04/2013;1402;395;49,77;651,25;125,575;139,225
10/04/2013;1392,75;392,9;50,03;649;125,275;140,5
09/04/2013;1395,5;394,8;49,98;644,25;126,725;142,625
08/04/2013;1378;393,3;49,52;633,5;126,275;142,75
05/04/2013;1361,75;391,8;48,83;629;126,025;142,575
04/04/2013;1372;397,1;48,55;630;127,25;143,9
03/04/2013;1380,25;398;49,15;641,5;127,975;144,55
02/04/2013;1394;402,1;49,59;640,5;127,425;144,725
01/04/2013;1390,75;398,5;50,06;642,25;128,75;145,525
28/03/2013;1404,75;404,6;50,11;695,25;128,9;135,525
27/03/2013;1453,75;423,1;50,82;735,25;127,35;135,275
26/03/2013;1447,75;420,2;50,82;730,25;125,95;134,85
25/03/2013;1437,25;417,8;50,44;733,25;126,45;134,725
22/03/2013;1440,5;419,3;50,43;726,25;126,2;134,65
21/03/2013;1449;422,9;50,42;733;126,425;135,15
20/03/2013;1419,75;413,8;49,84;732,5;126,05;135,1
19/03/2013;1406,75;411,6;49,48;728,5;125,3;136
18/03/2013;1409,5;413,3;49,68;720;126,05;136,7
15/03/2013;1426;418,8;49,91;717;125,775;136,675
14/03/2013;1457,25;422,8;49,09;732,75;128,05;138,275
13/03/2013;1475;427;49,36;741,25;128,55;139
12/03/2013;1489,75;436,4;49,83;741;128,7;138,8
11/03/2013;1514,75;438,1;50,24;734,5;128,125;138,2
08/03/2013;1508,5;436,1;50,16;725,25;127,55;138,975
07/03/2013;1503,5;436;50,4;711,5;128,3;140,475
06/03/2013;1484,5;434,2;50,06;708;128,8;140,925
05/03/2013;1496,5;434,9;49,92;732;129,625;141,75
04/03/2013;1490,25;432,2;50,05;723;130,35;142,525
01/03/2013;1464,5;427,3;49,47;724,25;129,95;141,55
28/02/2013;1474,25;434,8;48,82;719,5;128;142
27/02/2013;1457,5;429,3;49,27;709,5;128,55;141,45
26/02/2013;1447,75;427,7;49,02;705;127,275;141,175
25/02/2013;1451,25;425,6;50,07;693,5;126,95;140,8
22/02/2013;1461,25;426,9;50,35;690,25;126,35;141,25
21/02/2013;1487,75;437,3;51,31;690,75;125,3;140,7
20/02/2013;1482,75;433,6;52,07;700,5;125,1;140,725
19/02/2013;1470,25;425,3;52,53;695,25;126,4;143,175
15/02/2013;1424,5;409,4;51,62;698,75;126,5;143,375
14/02/2013;1418;407,2;51,7;694,75;125,9;142,675
13/02/2013;1423;408,1;51,66;695,5;125,5;141,35
12/02/2013;1420,75;410,3;51,1;696,25;126,05;143,25
11/02/2013;1431,5;413;51,24;702,25;126,875;144,8
08/02/2013;1452,5;422,4;51,43;709;126,45;145
07/02/2013;1486,75;437,6;51,85;710,75;127,55;147,2
06/02/2013;1487,5;437,1;52,45;722,5;127,25;147,55
05/02/2013;1495,5;438,5;52,98;729;127,6;148,525
04/02/2013;1488,75;434,3;53,11;734,25;127,075;148,875
01/02/2013;1474,25;428,2;52,99;736;127,1;149,2
31/01/2013;1468,5;426,4;52,86;740,5;127,625;146,3
30/01/2013;1478,75;432,7;52,6;740,25;128;145,825
29/01/2013;1451,75;423,7;51,71;729,5;128,275;145,8
28/01/2013;1447,75;420,3;51,89;729,25;128,95;145,8
25/01/2013;1441;416,4;52,1;720,75;126,3;144,7
24/01/2013;1435,25;414,7;52,11;724,25;125,875;144,6
23/01/2013;1437;416,5;52,03;720,75;125,775;144,2
22/01/2013;1451,75;421,6;52,43;728,5;125,725;144,4
18/01/2013;1429,25;414,4;51,68;727,5;124,95;143,9
17/01/2013;1430,25;414;51,49;724,5;126,6;144,4
16/01/2013;1436,5;419,1;51,31;731,25;128,525;147,075
15/01/2013;1413,5;411,9;50,87;730,5;130,425;148,325
14/01/2013;1459,75;417,9;50,17;724;130,35;149,45
11/01/2013;1424,75;403,1;48,88;708,75;130,6;149,875
10/01/2013;1417,5;408,7;49,39;698,75;131,55;150,85
09/01/2013;1419,75;411,3;49,24;694,25;131,55;151,5
08/01/2013;1413,75;410,6;49,14;688,75;132,55;152,725
07/01/2013;1410,75;408,5;49,5;685,5;133;153,25
04/01/2013;1389;398,2;49,42;680,25;132,95;153,175
03/01/2013;1403;405,6;50,21;689,25;133,85;152,35
02/01/2013;1405,5;407,1;50,52;690,75;132,375;151,2
31/12/2012;1418,75;420,6;49,16;698,25;129,9;151,4
28/12/2012;1424;427,7;48,94;694;129,4;152,025
27/12/2012;1418,75;429,8;48,29;691,5;128,85;151,275
26/12/2012;1424,5;431,3;48,29;693,25;129,35;152,075
24/12/2012;1439,75;434,8;48,94;704,25;129,175;151,5
21/12/2012;1430,75;433,8;48,71;702;129,275;152,15
20/12/2012;1408,75;427,7;47,91;696,5;128,95;152,275
19/12/2012;1437;436,5;48,41;703;129,475;153,475
18/12/2012;1466;444,9;49,17;720;128,225;152,2
17/12/2012;1496,25;455,4;49,79;724;129;154,25
14/12/2012;1496;460,1;49,63;718,75;126,9;153,075
13/12/2012;1476,5;460,5;48,62;712,25;126,2;153,125
12/12/2012;1473,5;459,5;49,18;721;126,35;152,75
11/12/2012;1472;455;49,87;724,25;126,55;152,075
10/12/2012;1474,75;452,4;50,83;726,75;125,6;149,775
07/12/2012;1472,25;450,5;50,82;732,75;125,875;148,775
06/12/2012;1491,25;458;50,87;747,75;126,075;148,25
05/12/2012;1479,25;453,2;50,66;753,25;126,15;146,4
04/12/2012;1455,5;447,8;49,74;746,5;126,125;145,575
03/12/2012;1453,75;445,2;49,9;749;127;145,6
30/11/2012;1438,75;442,4;49,41;748;126,725;145,625
29/11/2012;1448;442,7;49,77;751,5;128,2;146,75
28/11/2012;1446,25;439,9;50,11;760,25;127,825;146,075
27/11/2012;1449,25;439,3;50,12;760;128,375;146,925
26/11/2012;1424,75;431,7;49,27;747,25;128,4;147,35
23/11/2012;1418,75;428,6;49,04;745,5;128,95;147,875
21/11/2012;1408,25;427,9;48,53;741;128,075;147,375
20/11/2012;1412,75;429,6;48,32;743,25;127,05;146,05
19/11/2012;1394,75;424,6;47,89;738,75;126,6;146
16/11/2012;1383,25;424,6;47,05;727;126,15;145,6
15/11/2012;1402;430,5;47,46;721,25;125,6;143,4
14/11/2012;1432,75;436;47,67;725,75;125,425;143,2
13/11/2012;1427;433,1;47,02;723,5;125,8;143,525
12/11/2012;1411;431,4;47,39;718;125,35;144
09/11/2012;1452;449,7;47,77;738,75;125,75;144,2
08/11/2012;1499,25;462,9;48,77;741,25;125,425;144,5
07/11/2012;1508,75;469,5;48,62;744,25;124,95;144,2
06/11/2012;1516,75;472,7;48,68;741;125,675;144,85
05/11/2012;1504,25;469;48,32;735,5;125,275;144,9
02/11/2012;1527;475,9;49,26;739,5;125,425;144,9
01/11/2012;1558,5;484,3;50,43;751;125,325;144,65
31/10/2012;1547;482,2;50,16;755,75;126,75;146,3
30/10/2012;1533,75;476;50,09;741,75;125,9;147,05
29/10/2012;1527,25;472,5;50,18;737;125,375;145,925
26/10/2012;1561,25;483,4;50,96;737,75;125,5;145,325
25/10/2012;1564;481,4;51,45;742;125,75;145,3
24/10/2012;1570,5;481,9;51,84;754,5;126,2;145,425
23/10/2012;1553,25;476,2;51,32;756;126;145,425
22/10/2012;1546,5;471;51,66;761,25;126,4;145,675
19/10/2012;1534,25;463,8;51,58;761,5;126,3;146,15
18/10/2012;1545,5;463,3;52,3;760,75;126,225;146,85
17/10/2012;1509,25;454,7;51,03;745,5;126,125;146,95
16/10/2012;1493,75;452,8;50,47;738,25;125,55;146,1
15/10/2012;1492,5;456,1;50,01;737,25;124,15;144,35
12/10/2012;1522,5;474,3;49,89;752,75;123,9;143,1
11/10/2012;1548,5;482,7;50,88;773,25;124,6;142,75
10/10/2012;1523,25;470,1;50,17;736,75;124,925;144,725
09/10/2012;1550;478,1;50,82;742;124,7;144,7
08/10/2012;1551;478,5;50,48;742;123,35;144,825
05/10/2012;1551,5;474,7;50,76;748;123,05;144,825
04/10/2012;1551,5;470,8;51;757;122,325;144,475
03/10/2012;1531,75;465,5;50,33;756,75;123,075;145,3
02/10/2012;1530,5;463,4;50,27;758,25;123,275;145,375
01/10/2012;1560,25;474,6;50,72;756,75;123,025;144,675
28/09/2012;1601;487;52,18;756,25;122,075;143,8
27/09/2012;1570,75;473,1;52,11;716,25;122,45;143,275
26/09/2012;1573;475,1;51,65;724,75;122,225;143,45
25/09/2012;1611,5;485,2;53,09;743,75;122,7;143,2
24/09/2012;1610;481,6;53,76;744,75;125,3;143,775
21/09/2012;1621,75;484,5;54,45;748,25;125,525;143,8
20/09/2012;1618,75;482,3;54,63;746;125,75;144,125
19/09/2012;1669,5;499,7;55,83;756,5;126,35;144,825
18/09/2012;1640;491,4;54,91;740;126,4;145,275
17/09/2012;1669;503,5;54,98;748;125,5;145,325
14/09/2012;1736,5;524,6;56,64;777,5;127,05;145
13/09/2012;1743,5;533,5;56,46;776,75;127,55;145
12/09/2012;1740,75;535,4;55,91;771;127,7;144,95
11/09/2012;1696,5;523,9;55,31;782,25;127,1;144,65
10/09/2012;1713;527,2;55,96;781;125,75;144,95
07/09/2012;1731,75;531,6;56,07;795;126,475;144,3
06/09/2012;1744,5;531,8;56,78;797,25;126,05;144,625
05/09/2012;1748;532;57,36;789,75;126,325;145,05
04/09/2012;1771;541,4;57,57;807;126,175;145
31/08/2012;1764,5;547,1;56,42;802,75;118,075;144,6
30/08/2012;1770,25;548,1;56,59;811,5;119,65;140,175
29/08/2012;1763,25;543,3;56,64;810,25;119,4;140,4
28/08/2012;1732,5;534,2;55,73;789,5;118,825;140,3
27/08/2012;1729,75;531,8;55,91;794,5;118,4;140,275
24/08/2012;1737,5;533,4;56,24;802,25;119,875;140,5
23/08/2012;1727,25;527,8;56,12;808,75;120,325;141,275
22/08/2012;1748;535,7;56,17;830,25;119,925;140,225
21/08/2012;1753,5;543,6;55,57;831,25;119,65;139,8
20/08/2012;1703,75;532,6;53,89;815,25;121,35;140,55
17/08/2012;1671;522,7;53,11;798,5;121,075;140,425
16/08/2012;1656,25;516,5;53,04;797,75;120,85;140,325
15/08/2012;1659,75;520;53,07;794;122,05;142,075
14/08/2012;1680;530,8;52,83;779,75;121,925;142,925
13/08/2012;1656,25;526,3;52,95;782,75;121,825;141,45
10/08/2012;1709,5;544,5;53,6;800;120,6;139,475
09/08/2012;1694,5;538,7;52,39;818,25;121,425;139,1
08/08/2012;1630;521,9;51,58;810,75;121,85;139,775
07/08/2012;1605,25;512,3;51,29;796;120;138,65
06/08/2012;1607,5;518,2;51,48;803;119,975;138,425
03/08/2012;1656,25;531,5;52,04;810;119,975;138,95
02/08/2012;1653;523,7;51,54;794;120;139,75
01/08/2012;1682,25;537,2;51,73;800,5;119;139,775
31/07/2012;1721;544,7;52,55;806,5;118,875;138,625
30/07/2012;1725,75;546,3;52,57;820;119,65;138,25
27/07/2012;1684,25;527,7;52,04;798,5;119,6;137,75
26/07/2012;1655,75;518,8;51,68;781,25;118,175;136
25/07/2012;1694,25;529,8;52,24;794,5;117,95;134,675
24/07/2012;1649,25;509,8;51,58;790;118,8;137,675
23/07/2012;1698,5;523;53,75;814;118,6;135,65
20/07/2012;1757,5;543;54,36;824,5;117,95;136,1
19/07/2012;1733,75;532;54,4;807,75;118,95;139,1
18/07/2012;1683,5;514;54,01;795;118,075;137,2
17/07/2012;1639;494;54,14;779,5;115,475;134,2
16/07/2012;1633,75;487,3;54,65;776,75;116,8;136
13/07/2012;1642;488,9;53,57;755,75;117,2;139
12/07/2012;1625,75;478,8;53,15;771,25;117,025;141,225
11/07/2012;1623;478;53,62;750,75;118;144,225
10/07/2012;1648,75;482,2;54,21;761;118,4;143,35
09/07/2012;1665;485,5;54,43;775,25;119,05;144,275
06/07/2012;1619,75;471,6;53,27;743,25;119,2;146,525
05/07/2012;1626,5;474,3;54,15;768;119,15;145,95
03/07/2012;1572,25;454,1;52,95;718,75;119,475;147,4
02/07/2012;1532,25;442,5;52,18;692,5;119,275;149,65
29/06/2012;1512,75;436;52,21;672,5;116,55;151,45
28/06/2012;1466;426,6;50,92;652;116,5;150,45
27/06/2012;1471;428;51,36;649,5;116,4;148,85
26/06/2012;1470,5;427,2;50,88;646;115,25;147,7
25/06/2012;1482,5;432,8;51,27;631;115,7;149,8
22/06/2012;1442,5;422;49,74;591;116,9;152,8
21/06/2012;1438,5;429;49,81;586,5;116;152,65
20/06/2012;1446,5;427,4;50,81;611,75;116,6;152,75
19/06/2012;1433,75;427,9;50,44;612,5;116,7;153,6
18/06/2012;1384,25;412,9;48,76;599,5;117,2;156,125
15/06/2012;1376;410,1;48,44;579,5;116,15;156,025
14/06/2012;1386;416,5;48;601,5;116,35;156,2
13/06/2012;1408,25;422;49,1;592,5;117,1;158,35
12/06/2012;1435;433;49,72;584;119,55;161,15
11/06/2012;1424,75;428;49,74;592;119,5;160,25
08/06/2012;1426,25;429,8;49,46;598;119,875;159,375
07/06/2012;1428;425,5;50,39;594;119,35;159,1
06/06/2012;1386,25;414,6;49,25;586,25;117,675;157,95
05/06/2012;1349,5;400;48,5;567,5;117,125;159,175
04/06/2012;1340;396,1;48,31;568;117,675;158,475
01/06/2012;1344,25;394,5;48,59;551,5;117,7;157,375
31/05/2012;1340;394,5;49,2;555,25;117,1;156,8
30/05/2012;1373,25;409,9;49,69;559,5;116,45;156,075
29/05/2012;1386,75;412,5;50,17;562,5;117,85;157,575
25/05/2012;1382;409,3;50,12;578,5;117,65;158,5
24/05/2012;1376;410,8;49,42;578,5;117,875;152,4
23/05/2012;1362,5;405,8;48,91;603,5;117,8;152,425
22/05/2012;1382,25;405;50,46;597;119,35;152,525
21/05/2012;1412,5;416,5;50,92;633;118,8;151,875
18/05/2012;1405;417,9;50,32;635,5;119,525;151,3
17/05/2012;1438;428;50,72;625;117,925;150,625
16/05/2012;1422;425;50,43;620;116,875;149,85
15/05/2012;1413;417,2;51,47;597,25;116,425;149,425
14/05/2012;1390;406,8;50,8;608;116,15;149,425
11/05/2012;1404;411;51,9;608;115,15;149,7
10/05/2012;1452,25;423,9;53,15;625,5;115,85;150,35
09/05/2012;1427,75;414,9;52,46;641,25;116,6;150,65
08/05/2012;1437,75;416,6;52,9;666;115,775;151,375
07/05/2012;1463,5;425,2;53,21;665;116,275;152,775
04/05/2012;1475;432,1;53,3;662,25;115,375;152,55
03/05/2012;1468,75;425,2;53,8;650,75;115,875;152,625
02/05/2012;1480;428,5;54,33;642,25;112,875;149,975
01/05/2012;1497,75;432,5;54,52;659,75;113,525;150,175
30/04/2012;1503;434,3;54,66;660,25;118,75;149,825
27/04/2012;1496,75;427,4;55,18;653;118,45;148,775
26/04/2012;1481,25;419,6;55,37;624;118,075;149,1
25/04/2012;1473,5;413,9;55,65;611;118,5;148,85
24/04/2012;1461,25;412,1;55,29;618,25;116,8;148,4
23/04/2012;1437,25;399,8;55,09;622,5;119,8;149,425
20/04/2012;1446,75;406;55,83;612,5;120,55;150,125
19/04/2012;1415,75;391,9;55,17;621;120,7;150,875
18/04/2012;1407,75;390,6;55,19;601,75;120,275;151,4
